Acc,Name,Desc
PF08999.9,SP_C-Propep,"Surfactant protein C, N terminal propeptide"
PF09000.9,Cytotoxic,Cytotoxic
PF09001.10,DUF1890,Domain of unknown function (DUF1890)
PF09002.10,DUF1887,Domain of unknown function (DUF1887)
PF09003.9,Arm-DNA-bind_1,"Bacteriophage lambda integrase, Arm DNA-binding domain"
PF09004.9,DUF1891,Domain of unknown function (DUF1891)
PF09005.9,DUF1897,Domain of unknown function (DUF1897)
PF09006.10,Surfac_D-trimer,Lung surfactant protein D coiled-coil trimerisation
PF09007.10,EBP50_C,"EBP50, C-terminal"
PF09008.9,Head_binding,Head binding
PF09009.9,Exotox-A_cataly,Exotoxin A catalytic
PF09010.9,AsiA,Anti-Sigma Factor A
PF09011.9,HMG_box_2,HMG-box domain
PF09012.9,FeoC,FeoC like transcriptional regulator
PF09013.9,YopH_N,"YopH, N-terminal"
PF09014.9,Sushi_2,Beta-2-glycoprotein-1 fifth domain
PF09015.9,NgoMIV_restric,NgoMIV restriction enzyme
PF09016.9,Pas_Saposin,Pas factor saposin fold
PF09017.9,Transglut_prok,Microbial transglutaminase
PF09018.10,Phage_Capsid_P3,P3 major capsid protein
PF09019.10,EcoRII-C,EcoRII C terminal
PF09020.9,YopE_N,"YopE, N terminal"
PF09021.10,HutP,HutP
PF09022.9,Staphostatin_A,Staphostatin A
PF09023.9,Staphostatin_B,Staphostatin B
PF09025.9,T3SS_needle_reg,"YopR, type III needle-polymerisation regulator"
PF09026.9,CENP-B_dimeris,Centromere protein B dimerisation domain
PF09027.9,GTPase_binding,GTPase binding
PF09028.9,Mac-1,Mac 1
PF09029.9,Preseq_ALAS,5-aminolevulinate synthase presequence
PF09030.9,Creb_binding,Creb binding
PF09032.10,Siah-Interact_N,"Siah interacting protein, N terminal"
PF09033.9,DFF-C,"DNA Fragmentation factor 45kDa, C terminal domain"
PF09034.9,TRADD_N,"TRADD, N-terminal domain"
PF09035.9,Tn916-Xis,Excisionase from transposon Tn916
PF09036.9,Bcr-Abl_Oligo,Bcr-Abl oncoprotein oligomerisation domain
PF09037.9,Sulphotransf,Stf0 sulphotransferase
PF09038.9,53-BP1_Tudor,Tumour suppressor p53-binding protein-1 Tudor
PF09039.10,HTH_Tnp_Mu_2,"Mu DNA binding, I gamma subdomain"
PF09040.10,H-K_ATPase_N,"Gastric H+/K+-ATPase, N terminal domain"
PF09041.9,Aurora-A_bind,Aurora-A binding
PF09042.10,Titin_Z,Titin Z
PF09043.10,Lys-AminoMut_A,"D-Lysine 5,6-aminomutase TIM-barrel domain of alpha subunit"
PF09044.9,Kp4,Kp4
PF09045.9,L27_2,L27_2
PF09046.9,AvrPtoB-E3_ubiq,AvrPtoB E3 ubiquitin ligase
PF09047.9,MEF2_binding,MEF2 binding
PF09048.9,Cro,Cro
PF09049.9,SNN_transmemb,Stannin transmembrane
PF09050.9,SNN_linker,Stannin unstructured linker
PF09051.9,SNN_cytoplasm,Stannin cytoplasmic
PF09052.9,SipA,Salmonella invasion protein A
PF09053.9,CagZ,CagZ
PF09055.10,Sod_Ni,Nickel-containing superoxide dismutase
PF09056.10,Phospholip_A2_3,Prokaryotic phospholipase A2
PF09057.9,Smac_DIABLO,Second Mitochondria-derived Activator of Caspases
PF09058.9,L27_1,L27_1
PF09059.9,TyeA,TyeA
PF09060.9,L27_N,L27_N
PF09061.5,Stirrup,Stirrup
PF09062.9,Endonuc_subdom,PI-PfuI Endonuclease subdomain
PF09063.9,Phage_coat,Phage PP7 coat protein
PF09064.9,Tme5_EGF_like,"Thrombomodulin like fifth domain, EGF-like"
PF09065.9,Haemadin,Haemadin
PF09066.9,B2-adapt-app_C,"Beta2-adaptin appendage, C-terminal sub-domain"
PF09067.9,EpoR_lig-bind,"Erythropoietin receptor, ligand binding"
PF09068.10,EF-hand_2,EF hand
PF09069.10,EF-hand_3,EF-hand
PF09070.10,PFU,PFU (PLAA family ubiquitin binding)
PF09071.9,Alpha-amyl_C,"Alpha-amylase, C terminal"
PF09072.9,TMA7,Translation machinery associated TMA7
PF09073.9,BUD22,BUD22
PF09074.9,Mer2,Mer2
PF09075.9,STb_secrete,"Heat-stable enterotoxin B, secretory"
PF09076.9,Crystall_2,Beta/Gamma crystallin
PF09077.10,Phage-MuB_C,"Mu B transposition protein, C terminal"
PF09078.10,CheY-binding,CheY binding
PF09079.10,Cdc6_C,"CDC6, C terminal winged helix domain"
PF09080.9,K-cyclin_vir_C,"K cyclin, C terminal"
PF09081.9,DUF1921,Domain of unknown function (DUF1921)
PF09082.9,DUF1922,Domain of unknown function (DUF1922)
PF09083.9,DUF1923,Domain of unknown function (DUF1923)
PF09084.10,NMT1,NMT1/THI5 like
PF09085.9,Adhes-Ig_like,"Adhesion molecule, immunoglobulin-like"
PF09086.10,DUF1924,Domain of unknown function (DUF1924)
PF09087.10,Cyc-maltodext_N,"Cyclomaltodextrinase, N-terminal"
PF09088.10,MIF4G_like,MIF4G like
PF09089.9,gp12-short_mid,"Phage short tail fibre protein gp12, middle domain"
PF09090.10,MIF4G_like_2,MIF4G like
PF09092.10,Lyase_N,"Lyase, N terminal"
PF09093.10,Lyase_catalyt,"Lyase, catalytic"
PF09094.10,DUF1925,Domain of unknown function (DUF1925)
PF09095.10,DUF1926,Domain of unknown function (DUF1926)
PF09096.9,Phage-tail_2,"Baseplate structural protein, domain 2"
PF09097.9,Phage-tail_1,"Baseplate structural protein, domain 1"
PF09098.9,Dehyd-heme_bind,"Quinohemoprotein amine dehydrogenase A, alpha subunit, haem binding"
PF09099.9,Qn_am_d_aIII,"Quinohemoprotein amine dehydrogenase, alpha subunit domain III"
PF09100.9,Qn_am_d_aIV,"Quinohemoprotein amine dehydrogenase, alpha subunit domain IV"
PF09101.9,Exotox-A_bind,Exotoxin A binding
PF09102.9,Exotox-A_target,"Exotoxin A, targeting"
PF09103.9,BRCA-2_OB1,"BRCA2, oligonucleotide/oligosaccharide-binding, domain 1"
PF09104.9,BRCA-2_OB3,"BRCA2, oligonucleotide/oligosaccharide-binding, domain 3"
PF09105.9,SelB-wing_1,"Elongation factor SelB, winged helix"
PF09106.10,SelB-wing_2,"Elongation factor SelB, winged helix"
PF09107.10,SelB-wing_3,"Elongation factor SelB, winged helix"
PF09108.9,Xol-1_N,"Switch protein XOL-1, N-terminal"
PF09109.9,Xol-1_GHMP-like,"Switch protein XOL-1, GHMP-like"
PF09110.10,HAND,HAND
PF09111.9,SLIDE,SLIDE
PF09112.9,N-glycanase_N,"Peptide-N-glycosidase F, N terminal"
PF09113.9,N-glycanase_C,"Peptide-N-glycosidase F, C terminal"
PF09114.9,MotA_activ,"Transcription factor MotA, activation domain"
PF09115.9,DNApol3-delta_C,"DNA polymerase III, delta subunit, C terminal"
PF09116.9,gp45-slide_C,"gp45 sliding clamp, C terminal"
PF09117.9,MiAMP1,MiAMP1
PF09118.10,DUF1929,Domain of unknown function (DUF1929)
PF09119.9,SicP-binding,SicP binding
PF09121.9,Tower,Tower
PF09122.9,DUF1930,Domain of unknown function (DUF1930)
PF09123.10,DUF1931,Domain of unknown function (DUF1931)
PF09124.9,Endonuc-dimeris,"T4 recombination endonuclease VII, dimerisation"
PF09125.9,COX2-transmemb,"Cytochrome C oxidase subunit II, transmembrane"
PF09126.9,NaeI,Restriction endonuclease NaeI
PF09127.10,Leuk-A4-hydro_C,"Leukotriene A4 hydrolase, C-terminal"
PF09128.10,RGS-like,Regulator of G protein signalling-like domain
PF09129.10,Chol_subst-bind,"Cholesterol oxidase, substrate-binding"
PF09130.10,DUF1932,Domain of unknown function (DUF1932)
PF09131.9,Endotoxin_mid,"Bacillus thuringiensis delta-Endotoxin, middle domain"
PF09132.9,BmKX,BmKX
PF09133.9,SANTA,SANTA (SANT Associated)
PF09134.9,Invasin_D3,"Invasin, domain 3"
PF09135.10,Alb1,Alb1
PF09136.9,Glucodextran_B,"Glucodextranase, domain B"
PF09137.10,Glucodextran_N,"Glucodextranase, domain N"
PF09138.10,Urm1,Urm1 (Ubiquitin related modifier)
PF09139.10,Mmp37,Mitochondrial matrix Mmp37
PF09140.10,MipZ,ATPase MipZ
PF09141.9,Talin_middle,"Talin, middle domain"
PF09142.10,TruB_C,"tRNA Pseudouridine synthase II, C terminal"
PF09143.9,AvrPphF-ORF-2,AvrPphF-ORF-2
PF09144.9,YpM,Yersinia pseudo-tuberculosis mitogen
PF09145.9,Ubiq-assoc,Ubiquitin-associated
PF09147.9,DUF1933,Domain of unknown function (DUF1933)
PF09148.9,DUF1934,Domain of unknown function (DUF1934)
PF09149.9,DUF1935,Domain of unknown function (DUF1935)
PF09150.9,Carot_N,"Orange carotenoid protein, N-terminal"
PF09151.9,DUF1936,Domain of unknown function (DUF1936)
PF09152.9,DUF1937,Domain of unknown function (DUF1937)
PF09153.9,DUF1938,Domain of unknown function (DUF1938)
PF09154.9,DUF1939,Domain of unknown function (DUF1939)
PF09155.9,DUF1940,Domain of unknown function (DUF1940)
PF09156.9,Anthrax-tox_M,"Anthrax toxin lethal factor, middle domain"
PF09157.10,TruB-C_2,"Pseudouridine synthase II TruB, C-terminal"
PF09158.9,MotCF,"Bacteriophage T4 MotA, C-terminal"
PF09159.9,Ydc2-catalyt,Mitochondrial resolvase Ydc2 / RNA splicing MRS1
PF09160.9,FimH_man-bind,"FimH, mannose binding"
PF09162.9,Tap-RNA_bind,"Tap, RNA-binding"
PF09163.10,Form-deh_trans,"Formate dehydrogenase N, transmembrane"
PF09164.9,VitD-bind_III,"Vitamin D binding protein, domain III"
PF09165.9,Ubiq-Cytc-red_N,"Ubiquinol-cytochrome c reductase 8 kDa, N-terminal"
PF09166.9,Biliv-reduc_cat,"Biliverdin reductase, catalytic"
PF09167.10,DUF1942,Domain of unknown function (DUF1942)
PF09168.9,PepX_N,"X-Prolyl dipeptidyl aminopeptidase PepX, N-terminal"
PF09169.9,BRCA-2_helical,"BRCA2, helical"
PF09170.9,STN1_2,"CST, Suppressor of cdc thirteen homolog, complex subunit STN1"
PF09171.9,AGOG,N-glycosylase/DNA lyase
PF09172.10,DUF1943,Domain of unknown function (DUF1943)
PF09173.10,eIF2_C,"Initiation factor eIF2 gamma, C terminal"
PF09174.9,Maf1,Maf1 regulator
PF09175.9,DUF1944,Domain of unknown function (DUF1944)
PF09176.10,Mpt_N,"Methylene-tetrahydromethanopterin dehydrogenase, N-terminal"
PF09177.10,Syntaxin-6_N,"Syntaxin 6, N-terminal"
PF09178.9,DUF1945,Domain of unknown function (DUF1945)
PF09179.10,TilS,TilS substrate binding domain
PF09180.10,ProRS-C_1,"Prolyl-tRNA synthetase, C-terminal"
PF09181.9,ProRS-C_2,"Prolyl-tRNA synthetase, C-terminal"
PF09182.9,PuR_N,"Bacterial purine repressor, N-terminal"
PF09183.9,DUF1947,Domain of unknown function (DUF1947)
PF09184.10,PPP4R2,PPP4R2
PF09185.9,DUF1948,Domain of unknown function (DUF1948)
PF09186.10,DUF1949,Domain of unknown function (DUF1949)
PF09187.9,RdDM_RDM1,RNA-directed DNA methylation 1
PF09188.9,DUF1951,Domain of unknown function (DUF1951)
PF09189.9,DUF1952,Domain of unknown function (DUF1952)
PF09190.10,DALR_2,DALR domain
PF09191.9,CD4-extracel,"CD4, extracellular"
PF09192.9,Act-Frag_cataly,"Actin-fragmin kinase, catalytic"
PF09193.9,CholecysA-Rec_N,"Cholecystokinin A receptor, N-terminal"
PF09194.9,Endonuc-BsobI,Restriction endonuclease BsobI
PF09195.10,Endonuc-BglII,Restriction endonuclease BglII
PF09196.9,DUF1953,Domain of unknown function (DUF1953)
PF09197.9,Rap1-DNA-bind,"Rap1, DNA-binding"
PF09198.9,T4-Gluco-transf,Bacteriophage T4 beta-glucosyltransferase
PF09199.9,SSL_OB,Staphylococcal superantigen-like OB-fold domain
PF09200.9,Monellin,Monellin
PF09201.9,SRX,"SRX, signal recognition particle receptor alpha subunit"
PF09202.10,Rio2_N,"Rio2, N-terminal"
PF09203.10,MspA,MspA
PF09204.9,Colicin_immun,Bacterial self-protective colicin-like immunity
PF09205.9,DUF1955,Domain of unknown function (DUF1955)
PF09206.10,ArabFuran-catal,"Alpha-L-arabinofuranosidase B, catalytic"
PF09207.10,Yeast-kill-tox,Yeast killer toxin
PF09208.9,Endonuc-MspI,Restriction endonuclease MspI
PF09209.10,DUF1956,Domain of unknown function (DUF1956)
PF09210.10,DUF1957,Domain of unknown function (DUF1957)
PF09211.9,DUF1958,Domain of unknown function (DUF1958)
PF09212.9,CBM27,Carbohydrate binding module 27
PF09213.9,M3,M3
PF09214.10,Prd1-P2,"Bacteriophage Prd1, adsorption protein P2"
PF09215.9,Phage-Gp8,"Bacteriophage T4, Gp8"
PF09216.9,Pfg27,Pfg27
PF09217.9,EcoRII-N,"Restriction endonuclease EcoRII, N-terminal"
PF09218.9,DUF1959,Domain of unknown function (DUF1959)
PF09220.9,LA-virus_coat,"L-A virus, major coat protein"
PF09221.9,Bacteriocin_IId,Bacteriocin class IId cyclical uberolysin-like
PF09222.9,Fim-adh_lectin,"Fimbrial adhesin F17-AG, lectin domain"
PF09223.10,ZinT,ZinT (YodA) periplasmic lipocalin-like zinc-recruitment
PF09224.10,DUF1961,Domain of unknown function (DUF1961)
PF09225.9,Endonuc-PvuII,Restriction endonuclease PvuII
PF09226.10,Endonuc-HincII,Restriction endonuclease HincII
PF09227.9,DUF1962,Domain of unknown function (DUF1962)
PF09228.9,Prok-TraM,Prokaryotic Transcriptional repressor TraM
PF09229.10,Aha1_N,"Activator of Hsp90 ATPase, N-terminal"
PF09230.9,DFF40,DNA fragmentation factor 40 kDa
PF09231.9,RDV-p3,Rice dwarf virus p3
PF09232.9,Caenor_Her-1,Caenorhabditis elegans Her-1
PF09233.10,Endonuc-EcoRV,Restriction endonuclease EcoRV
PF09234.9,DUF1963,Domain of unknown function (DUF1963)
PF09235.9,Ste50p-SAM,"Ste50p, sterile alpha motif"
PF09236.9,AHSP,Alpha-haemoglobin stabilising protein
PF09237.10,GAGA,GAGA factor
PF09238.9,IL4Ra_N,"Interleukin-4 receptor alpha chain, N-terminal"
PF09239.10,Topo-VIb_trans,"Topoisomerase VI B subunit, transducer"
PF09240.9,IL6Ra-bind,"Interleukin-6 receptor alpha chain, binding"
PF09241.9,Herp-Cyclin,Herpesviridae viral cyclin
PF09242.10,FCSD-flav_bind,"Flavocytochrome c sulphide dehydrogenase, flavin-binding"
PF09243.9,Rsm22,Mitochondrial small ribosomal subunit Rsm22
PF09244.9,DUF1964,Domain of unknown function (DUF1964)
PF09245.9,MA-Mit,Mycoplasma arthritidis-derived mitogen
PF09246.9,PHAT,PHAT
PF09247.10,TBP-binding,TATA box-binding protein binding
PF09248.9,DUF1965,Domain of unknown function (DUF1965)
PF09249.10,tRNA_NucTransf2,"tRNA nucleotidyltransferase, second domain"
PF09250.10,Prim-Pol,"Bifunctional DNA primase/polymerase, N-terminal"
PF09251.9,PhageP22-tail,Salmonella phage P22 tail-spike
PF09252.9,Feld-I_B,Allergen Fel d I-B chain
PF09253.9,Ole-e-6,Pollen allergen ole e 6
PF09254.10,Endonuc-FokI_C,"Restriction endonuclease FokI, C terminal"
PF09255.9,Antig_Caf1,Caf1 Capsule antigen
PF09256.9,BaffR-Tall_bind,"BAFF-R, TALL-1 binding"
PF09257.9,BCMA-Tall_bind,"BCMA, TALL-1 binding"
PF09258.9,Glyco_transf_64,Glycosyl transferase family 64 domain
PF09259.10,Fve,Fungal immunomodulatory protein Fve
PF09260.10,DUF1966,Domain of unknown function (DUF1966)
PF09261.10,Alpha-mann_mid,Alpha mannosidase middle domain
PF09262.10,PEX-1N,"Peroxisome biogenesis factor 1, N-terminal"
PF09263.9,PEX-2N,"Peroxisome biogenesis factor 1, N-terminal"
PF09264.9,Sial-lect-inser,"Vibrio cholerae sialidase, lectin insertion"
PF09265.9,Cytokin-bind,"Cytokinin dehydrogenase 1, FAD and cytokinin binding"
PF09266.9,VirDNA-topo-I_N,"Viral DNA topoisomerase I, N-terminal"
PF09267.9,Dict-STAT-coil,"Dictyostelium STAT, coiled coil"
PF09268.9,Clathrin-link,"Clathrin, heavy-chain linker"
PF09269.10,DUF1967,Domain of unknown function (DUF1967)
PF09270.9,BTD,Beta-trefoil DNA-binding domain
PF09271.10,LAG1-DNAbind,"LAG1, DNA binding"
PF09272.9,Hepsin-SRCR,"Hepsin, SRCR"
PF09273.10,Rubis-subs-bind,Rubisco LSMT substrate-binding
PF09274.9,ParG,ParG
PF09275.9,Pertus-S4-tox,Pertussis toxin S4 subunit
PF09276.9,Pertus-S5-tox,Pertussis toxin S5 subunit
PF09277.10,Erythro-docking,"Erythronolide synthase, docking"
PF09278.10,MerR-DNA-bind,"MerR, DNA binding"
PF09279.10,EF-hand_like,"Phosphoinositide-specific phospholipase C, efhand-like"
PF09280.10,XPC-binding,XPC-binding domain
PF09281.9,Taq-exonuc,"Taq polymerase, exonuclease"
PF09282.9,Mago-bind,Mago binding
PF09284.9,RhgB_N,"Rhamnogalacturonan lyase B, N-terminal"
PF09285.10,Elong-fact-P_C,"Elongation factor P, C-terminal"
PF09286.10,Pro-kuma_activ,"Pro-kumamolisin, activation domain"
PF09287.9,CEP1-DNA_bind,"CEP-1, DNA binding"
PF09288.9,UBA_3,Fungal ubiquitin-associated domain
PF09289.9,FOLN,Follistatin/Osteonectin-like EGF domain
PF09290.10,AcetDehyd-dimer,"Prokaryotic acetaldehyde dehydrogenase, dimerisation"
PF09291.9,DUF1968,Domain of unknown function (DUF1968)
PF09292.9,Neil1-DNA_bind,"Endonuclease VIII-like 1, DNA bind"
PF09293.9,RNaseH_C,"T4 RNase H, C terminal"
PF09294.9,Interfer-bind,"Interferon-alpha/beta receptor, fibronectin type III"
PF09295.9,ChAPs,ChAPs (Chs5p-Arf1p-binding proteins)
PF09296.10,NUDIX-like,NADH pyrophosphatase-like rudimentary NUDIX domain
PF09297.10,zf-NADH-PPase,NADH pyrophosphatase zinc ribbon domain
PF09298.10,FAA_hydrolase_N,Fumarylacetoacetase N-terminal
PF09299.10,Mu-transpos_C,"Mu transposase, C-terminal"
PF09300.9,Tecti-min-caps,"Tectiviridae, minor capsid"
PF09301.9,DUF1970,Domain of unknown function (DUF1970)
PF09302.10,XLF,"XLF-Cernunnos, XRcc4-like factor, NHEJ component"
PF09303.9,KcnmB2_inactiv,"KCNMB2, ball and chain domain"
PF09304.9,Cortex-I_coil,"Cortexillin I, coiled coil"
PF09305.9,TACI-CRD2,"TACI, cysteine-rich domain"
PF09306.9,Phage-scaffold,"Bacteriophage, scaffolding protein"
PF09307.9,MHC2-interact,"CLIP, MHC2 interacting"
PF09308.9,LuxQ-periplasm,"LuxQ, periplasmic"
PF09309.9,FCP1_C,"FCP1, C-terminal"
PF09310.9,PD-C2-AF1,"POU domain, class 2, associating factor 1"
PF09311.10,Rab5-bind,Rabaptin-like protein
PF09312.10,SurA_N,SurA N-terminal domain
PF09313.10,DUF1971,Domain of unknown function (DUF1971)
PF09314.10,DUF1972,Domain of unknown function (DUF1972)
PF09316.9,Cmyb_C,"C-myb, C-terminal"
PF09317.10,DUF1974,Domain of unknown function (DUF1974)
PF09318.9,Glyco_trans_A_1,Glycosyl transferase 1 domain A
PF09320.10,DUF1977,Domain of unknown function (DUF1977)
PF09321.9,DUF1978,Domain of unknown function (DUF1978)
PF09322.9,DUF1979,Domain of unknown function (DUF1979)
PF09323.9,DUF1980,Domain of unknown function (DUF1980)
PF09324.9,DUF1981,Domain of unknown function (DUF1981)
PF09325.9,Vps5,Vps5 C terminal like
PF09326.10,NADH_dhqG_C,"NADH-ubiquinone oxidoreductase subunit G, C-terminal"
PF09327.10,DUF1983,Domain of unknown function (DUF1983)
PF09328.9,Phytochelatin_C,Domain of unknown function (DUF1984)
PF09329.10,zf-primase,Primase zinc finger
PF09330.10,Lact-deh-memb,"D-lactate dehydrogenase, membrane binding"
PF09331.10,DUF1985,Domain of unknown function (DUF1985)
PF09332.10,Mcm10,Mcm10 replication factor
PF09333.10,ATG_C,Autophagy-related protein C terminal domain
PF09334.10,tRNA-synt_1g,tRNA synthetases class I (M)
PF09335.10,SNARE_assoc,SNARE associated Golgi protein
PF09336.9,Vps4_C,Vps4 C terminal oligomerisation domain
PF09337.9,zf-H2C2,His(2)-Cys(2) zinc finger
PF09338.10,Gly_reductase,Glycine/sarcosine/betaine reductase component B subunits
PF09339.9,HTH_IclR,IclR helix-turn-helix domain
PF09340.9,NuA4,Histone acetyltransferase subunit NuA4
PF09341.9,Pcc1,Transcription factor Pcc1
PF09342.10,DUF1986,Domain of unknown function (DUF1986)
PF09343.9,DUF2460,Conserved hypothetical protein 2217 (DUF2460)
PF09344.9,Cas_CT1975,CT1975-like protein
PF09345.9,DUF1987,Domain of unknown function (DUF1987)
PF09346.9,SMI1_KNR4,SMI1 / KNR4 family (SUKH-1)
PF09347.9,DUF1989,Domain of unknown function (DUF1989)
PF09348.9,DUF1990,Domain of unknown function (DUF1990)
PF09349.9,OHCU_decarbox,OHCU decarboxylase
PF09350.9,DUF1992,Domain of unknown function (DUF1992)
PF09351.9,DUF1993,Domain of unknown function (DUF1993)
PF09353.9,DUF1995,Domain of unknown function (DUF1995)
PF09354.9,HNF_C,HNF3 C-terminal domain
PF09355.9,Phage_Gp19,Phage protein Gp19/Gp15/Gp42
PF09356.9,Phage_BR0599,Phage conserved hypothetical protein BR0599
PF09357.9,RteC,RteC protein
PF09358.9,E1_UFD,Ubiquitin fold domain
PF09359.9,VTC,VTC domain
PF09360.9,zf-CDGSH,Iron-binding zinc finger CDGSH type
PF09361.9,Phasin_2,Phasin protein
PF09362.9,DUF1996,Domain of unknown function (DUF1996)
PF09363.9,XFP_C,XFP C-terminal domain
PF09364.9,XFP_N,XFP N-terminal domain
PF09365.9,DUF2461,Conserved hypothetical protein (DUF2461)
PF09366.9,DUF1997,Protein of unknown function (DUF1997)
PF09367.9,CpeS,CpeS-like protein
PF09368.9,Sas10,Sas10 C-terminal domain
PF09369.9,DUF1998,Domain of unknown function (DUF1998)
PF09370.9,PEP_hydrolase,Phosphoenolpyruvate hydrolase-like
PF09371.9,Tex_N,Tex-like protein N-terminal domain
PF09372.9,PRANC,PRANC domain
PF09373.9,PMBR,Pseudomurein-binding repeat
PF09374.9,PG_binding_3,Predicted Peptidoglycan domain
PF09375.9,Peptidase_M75,Imelysin
PF09376.9,NurA,NurA domain
PF09377.9,SBDS_C,SBDS protein C-terminal domain
PF09378.9,HAS-barrel,HAS barrel domain
PF09379.9,FERM_N,FERM N-terminal domain
PF09380.9,FERM_C,FERM C-terminal PH-like domain
PF09381.9,Porin_OmpG,Outer membrane protein G (OmpG)
PF09382.9,RQC,RQC domain
PF09383.9,NIL,NIL domain
PF09384.9,UTP15_C,UTP15 C terminal
PF09385.9,HisK_N,Histidine kinase N terminal
PF09386.9,ParD,Antitoxin ParD
PF09387.9,MRP,Mitochondrial RNA binding protein MRP
PF09388.9,SpoOE-like,Spo0E like sporulation regulatory protein
PF09390.9,DUF1999,Protein of unknown function (DUF1999)
PF09391.9,DUF2000,Protein of unknown function (DUF2000)
PF09392.9,T3SS_needle_F,"Type III secretion needle MxiH, YscF, SsaG, EprI, PscF, EscF"
PF09393.9,DUF2001,Phage tail tube protein
PF09394.9,Inhibitor_I42,Chagasin family peptidase inhibitor I42
PF09396.9,Thrombin_light,Thrombin light chain
PF09397.9,Ftsk_gamma,Ftsk gamma domain
PF09398.9,FOP_dimer,FOP N terminal dimerisation domain
PF09399.9,SARS_lipid_bind,SARS lipid binding protein
PF09400.9,DUF2002,Protein of unknown function (DUF2002)
PF09401.9,NSP10,RNA synthesis protein NSP10
PF09402.9,MSC,Man1-Src1p-C-terminal domain
PF09403.9,FadA,Adhesion protein FadA
PF09404.9,DUF2003,Eukaryotic protein of unknown function (DUF2003)
PF09405.9,Btz,CASC3/Barentsz eIF4AIII binding
PF09406.9,DUF2004,Protein of unknown function (DUF2004)
PF09407.9,AbiEi_1,AbiEi antitoxin C-terminal domain
PF09408.9,Spike_rec_bind,Spike receptor binding domain
PF09409.9,PUB,PUB domain
PF09411.9,PagL,Lipid A 3-O-deacylase (PagL)
PF09412.9,XendoU,Endoribonuclease XendoU
